t,T_sec,H_sec,P_gaz,Flame,V_Fl_1,V_Fl_2,V_Fl_3,V_H2,V_But,Etat
530.00,55.038,86.827,1650,1,0,0,1,1,0,3
540.00,55.411,86.673,1650,1,0,0,1,1,0,3
550.00,55.782,86.516,1650,1,0,0,1,1,0,3
560.00,56.153,86.358,1650,1,0,0,1,1,0,3
570.00,56.522,86.196,1650,1,0,0,1,1,0,3
580.00,56.890,86.033,1650,1,0,0,1,1,0,3
590.00,57.257,85.867,1650,1,0,0,1,1,0,3
597.15,57.517,85.747,0,1,0,0,0,0,0,3
597.20,57.517,85.746,0,0,0,0,0,0,0,3
600.00,57.491,85.699,0,0,0,0,0,0,0,3
610.00,57.399,85.531,0,0,0,0,0,0,0,3
620.00,57.307,85.364,0,0,0,0,0,0,0,3
630.00,57.216,85.198,0,0,0,0,0,0,0,3
640.00,57.125,85.034,0,0,0,0,0,0,0,3
650.00,57.034,84.870,0,0,0,0,0,0,0,3
660.00,56.943,84.708,0,0,0,0,0,0,0,3
670.00,56.853,84.547,0,0,0,0,0,0,0,3
680.00,56.763,84.386,0,0,0,0,0,0,0,3
690.00,56.673,84.227,0,0,0,0,0,0,0,3
700.00,56.583,84.069,0,0,0,0,0,0,0,3
710.00,56.494,83.912,0,0,0,0,0,0,0,3
720.00,56.405,83.756,0,0,0,0,0,0,0,3
730.00,56.316,83.601,0,0,0,0,0,0,0,3
740.00,56.227,83.447,0,0,0,0,0,0,0,3
750.00,56.139,83.294,0,0,0,0,0,0,0,3
760.00,56.051,83.142,0,0,0,0,0,0,0,3
770.00,55.963,82.990,0,0,0,0,0,0,0,3
780.00,55.876,82.840,0,0,0,0,0,0,0,3
790.00,55.788,82.691,0,0,0,0,0,0,0,3
800.00,55.701,82.543,0,0,0,0,0,0,0,3
810.00,55.614,82.396,0,0,0,0,0,0,0,3
820.00,55.528,82.250,0,0,0,0,0,0,0,3
830.00,55.441,82.105,0,0,0,0,0,0,0,3
840.00,55.355,81.961,0,0,0,0,0,0,0,3
850.00,55.269,81.817,0,0,0,0,0,0,0,3
860.00,55.184,81.675,0,0,0,0,0,0,0,3
870.00,55.098,81.533,0,0,0,0,0,0,0,3
880.00,55.013,81.393,0,0,0,0,0,0,0,3
890.00,54.928,81.253,0,0,0,0,0,0,0,3
900.00,54.844,81.115,0,0,0,0,0,0,0,3
910.00,54.759,80.977,0,0,0,0,0,0,0,3
920.00,54.675,80.840,0,0,0,0,0,0,0,3
930.00,54.591,80.704,0,0,0,0,0,0,0,3
940.00,54.507,80.569,0,0,0,0,0,0,0,3
950.00,54.424,80.434,0,0,0,0,0,0,0,3
960.00,54.341,80.301,0,0,0,0,0,0,0,3
970.00,54.258,80.169,0,0,0,0,0,0,0,3
980.00,54.175,80.037,0,0,0,0,0,0,0,3
990.00,54.092,79.906,0,0,0,0,0,0,0,3
1000.00,54.010,79.776,0,0,0,0,0,0,0,3
1010.00,53.928,79.647,0,0,0,0,0,0,0,3
1020.00,53.846,79.519,0,0,0,0,0,0,0,3
1030.00,53.765,79.391,0,0,0,0,0,0,0,3
1040.00,53.683,79.265,0,0,0,0,0,0,0,3
1050.00,53.602,79.139,0,0,0,0,0,0,0,3
1060.00,53.521,79.014,0,0,0,0,0,0,0,3
1070.00,53.440,78.890,0,0,0,0,0,0,0,3
1080.00,53.360,78.766,0,0,0,0,0,0,0,3
1090.00,53.280,78.644,0,0,0,0,0,0,0,3
1100.00,53.200,78.522,0,0,0,0,0,0,0,3
1110.00,53.120,78.401,0,0,0,0,0,0,0,3
1120.00,53.040,78.280,0,0,0,0,0,0,0,3
1130.00,52.961,78.161,0,0,0,0,0,0,0,3
1140.00,52.882,78.042,0,0,0,0,0,0,0,3
1150.00,52.803,77.924,0,0,0,0,0,0,0,3
1160.00,52.724,77.807,0,0,0,0,0,0,0,3
1170.00,52.646,77.691,0,0,0,0,0,0,0,3
1180.00,52.568,77.575,0,0,0,0,0,0,0,3
1189.05,52.500,77.471,1650,0,0,0,1,1,0,3
1189.10,52.501,77.470,1650,1,0,0,1,1,0,3
1190.00,52.536,77.460,1650,1,0,0,1,1,0,3
1200.00,52.915,77.344,1650,1,0,0,1,1,0,3
1210.00,53.294,77.226,1650,1,0,0,1,1,0,3
1220.00,53.671,77.105,1650,1,0,0,1,1,0,3
1230.00,54.047,76.983,1650,1,0,0,1,1,0,3
1240.00,54.423,76.858,1650,1,0,0,1,1,0,3
1250.00,54.797,76.731,1650,1,0,0,1,1,0,3
1260.00,55.170,76.602,1650,1,0,0,1,1,0,3
1270.00,55.542,76.471,1650,1,0,0,1,1,0,3
1280.00,55.913,76.337,1650,1,0,0,1,1,0,3
1290.00,56.283,76.202,1650,1,0,0,1,1,0,3
1300.00,56.652,76.065,1650,1,0,0,1,1,0,3
1310.00,57.020,75.925,1650,1,0,0,1,1,0,3
1320.00,57.387,75.784,1650,1,0,0,1,1,0,3
1324.15,57.536,75.725,0,1,0,0,0,0,0,3
1324.20,57.536,75.724,0,0,0,0,0,0,0,3
1330.00,57.482,75.641,0,0,0,0,0,0,0,3
1340.00,57.391,75.499,0,0,0,0,0,0,0,3
1350.00,57.299,75.358,0,0,0,0,0,0,0,3
1360.00,57.208,75.218,0,0,0,0,0,0,0,3
1370.00,57.116,75.078,0,0,0,0,0,0,0,3
1380.00,57.026,74.940,0,0,0,0,0,0,0,3
1390.00,56.935,74.802,0,0,0,0,0,0,0,3
1400.00,56.845,74.666,0,0,0,0,0,0,0,3
1410.00,56.755,74.530,0,0,0,0,0,0,0,3
1420.00,56.665,74.395,0,0,0,0,0,0,0,3
1430.00,56.575,74.261,0,0,0,0,0,0,0,3
1440.00,56.486,74.128,0,0,0,0,0,0,0,3
1450.00,56.397,73.996,0,0,0,0,0,0,0,3
1460.00,56.308,73.865,0,0,0,0,0,0,0,3
1470.00,56.219,73.734,0,0,0,0,0,0,0,3
1480.00,56.131,73.605,0,0,0,0,0,0,0,3
1490.00,56.043,73.476,0,0,0,0,0,0,0,3
1500.00,55.955,73.348,0,0,0,0,0,0,0,3
1510.00,55.868,73.221,0,0,0,0,0,0,0,3
1520.00,55.780,73.095,0,0,0,0,0,0,0,3
1530.00,55.693,72.970,0,0,0,0,0,0,0,3
1540.00,55.606,72.845,0,0,0,0,0,0,0,3
1550.00,55.520,72.721,0,0,0,0,0,0,0,3
1560.00,55.434,72.599,0,0,0,0,0,0,0,3
1570.00,55.347,72.476,0,0,0,0,0,0,0,3
1580.00,55.262,72.355,0,0,0,0,0,0,0,3
1590.00,55.176,72.235,0,0,0,0,0,0,0,3
1600.00,55.091,72.115,0,0,0,0,0,0,0,3
1610.00,55.005,71.996,0,0,0,0,0,0,0,3
1620.00,54.921,71.878,0,0,0,0,0,0,0,3
1630.00,54.836,71.760,0,0,0,0,0,0,0,3
1640.00,54.752,71.644,0,0,0,0,0,0,0,3
1650.00,54.667,71.528,0,0,0,0,0,0,0,3
1660.00,54.583,71.412,0,0,0,0,0,0,0,3
1670.00,54.500,71.298,0,0,0,0,0,0,0,3
1680.00,54.416,71.184,0,0,0,0,0,0,0,3
1690.00,54.333,71.071,0,0,0,0,0,0,0,3
1700.00,54.250,70.959,0,0,0,0,0,0,0,3
1710.00,54.167,70.848,0,0,0,0,0,0,0,3
1720.00,54.085,70.737,0,0,0,0,0,0,0,3
1730.00,54.003,70.627,0,0,0,0,0,0,0,3
1740.00,53.921,70.518,0,0,0,0,0,0,0,3
1750.00,53.839,70.409,0,0,0,0,0,0,0,3
1760.00,53.757,70.301,0,0,0,0,0,0,0,3
1770.00,53.676,70.194,0,0,0,0,0,0,0,3
1780.00,53.595,70.087,0,0,0,0,0,0,0,3
1790.00,53.514,69.982,0,0,0,0,0,0,0,3
1800.00,53.433,69.876,0,0,0,0,0,0,0,3
1810.00,53.353,69.772,0,0,0,0,0,0,0,3
1820.00,53.272,69.668,0,0,0,0,0,0,0,3
1830.00,53.193,69.565,0,0,0,0,0,0,0,3
1840.00,53.113,69.463,0,0,0,0,0,0,0,3
1850.00,53.033,69.361,0,0,0,0,0,0,0,3
1860.00,52.954,69.260,0,0,0,0,0,0,0,3
1870.00,52.875,69.159,0,0,0,0,0,0,0,3
1880.00,52.796,69.059,0,0,0,0,0,0,0,3
1890.00,52.717,68.960,0,0,0,0,0,0,0,3
1900.00,52.639,68.862,0,0,0,0,0,0,0,3
1910.00,52.561,68.764,0,0,0,0,0,0,0,3
1918.05,52.500,68.685,1650,0,0,0,1,1,0,3
1918.10,52.502,68.685,1650,1,0,0,1,1,0,3
1920.00,52.574,68.666,1650,1,0,0,1,1,0,3
1930.00,52.954,68.568,1650,1,0,0,1,1,0,3
1940.00,53.332,68.467,1650,1,0,0,1,1,0,3
1950.00,53.709,68.365,1650,1,0,0,1,1,0,3
1960.00,54.086,68.261,1650,1,0,0,1,1,0,3
1970.00,54.461,68.155,1650,1,0,0,1,1,0,3
1980.00,54.835,68.047,1650,1,0,0,1,1,0,3
1990.00,55.208,67.938,1650,1,0,0,1,1,0,3
2000.00,55.580,67.827,1650,1,0,0,1,1,0,3
2010.00,55.951,67.714,1650,1,0,0,1,1,0,3
2020.00,56.321,67.599,1650,1,0,0,1,1,0,3
2030.00,56.690,67.482,1650,1,0,0,1,1,0,3
2040.00,57.057,67.364,1650,1,0,0,1,1,0,3
2050.00,57.424,67.244,1650,1,0,0,1,1,0,3
2053.15,57.537,67.206,0,1,0,0,0,0,0,3
2053.20,57.537,67.205,0,0,0,0,0,0,0,3
2060.00,57.474,67.123,0,0,0,0,0,0,0,3
2070.00,57.382,67.003,0,0,0,0,0,0,0,3
2080.00,57.291,66.883,0,0,0,0,0,0,0,3
2090.00,57.199,66.764,0,0,0,0,0,0,0,3
2100.00,57.108,66.646,0,0,0,0,0,0,0,3
2110.00,57.017,66.529,0,0,0,0,0,0,0,3
2120.00,56.927,66.413,0,0,0,0,0,0,0,3
2130.00,56.836,66.297,0,0,0,0,0,0,0,3
2140.00,56.746,66.182,0,0,0,0,0,0,0,3
2150.00,56.657,66.068,0,0,0,0,0,0,0,3
2160.00,56.567,65.955,0,0,0,0,0,0,0,3
2170.00,56.478,65.842,0,0,0,0,0,0,0,3
2180.00,56.389,65.730,0,0,0,0,0,0,0,3
2190.00,56.300,65.619,0,0,0,0,0,0,0,3
2200.00,56.211,65.509,0,0,0,0,0,0,0,3
2210.00,56.123,65.399,0,0,0,0,0,0,0,3
2220.00,56.035,65.290,0,0,0,0,0,0,0,3
2230.00,55.947,65.182,0,0,0,0,0,0,0,3
2240.00,55.860,65.074,0,0,0,0,0,0,0,3
2250.00,55.772,64.968,0,0,0,0,0,0,0,3
2260.00,55.685,64.861,0,0,0,0,0,0,0,3
2270.00,55.598,64.756,0,0,0,0,0,0,0,3
2280.00,55.512,64.651,0,0,0,0,0,0,0,3
2290.00,55.426,64.547,0,0,0,0,0,0,0,3
2300.00,55.339,64.444,0,0,0,0,0,0,0,3
2310.00,55.254,64.341,0,0,0,0,0,0,0,3
2320.00,55.168,64.239,0,0,0,0,0,0,0,3
2330.00,55.083,64.138,0,0,0,0,0,0,0,3
2340.00,54.998,64.037,0,0,0,0,0,0,0,3
2350.00,54.913,63.937,0,0,0,0,0,0,0,3
2360.00,54.828,63.837,0,0,0,0,0,0,0,3
2370.00,54.744,63.739,0,0,0,0,0,0,0,3
2380.00,54.660,63.640,0,0,0,0,0,0,0,3
2390.00,54.576,63.543,0,0,0,0,0,0,0,3
2400.00,54.492,63.446,0,0,0,0,0,0,0,3
2410.00,54.409,63.350,0,0,0,0,0,0,0,3
2420.00,54.325,63.254,0,0,0,0,0,0,0,3
2430.00,54.242,63.159,0,0,0,0,0,0,0,3
2440.00,54.160,63.065,0,0,0,0,0,0,0,3
2450.00,54.077,62.971,0,0,0,0,0,0,0,3
2460.00,53.995,62.878,0,0,0,0,0,0,0,3
2470.00,53.913,62.785,0,0,0,0,0,0,0,3
2480.00,53.831,62.694,0,0,0,0,0,0,0,3
2490.00,53.750,62.602,0,0,0,0,0,0,0,3
2500.00,53.668,62.511,0,0,0,0,0,0,0,3
2510.00,53.587,62.421,0,0,0,0,0,0,0,3
2520.00,53.506,62.332,0,0,0,0,0,0,0,3
2530.00,53.426,62.243,0,0,0,0,0,0,0,3
2540.00,53.345,62.154,0,0,0,0,0,0,0,3
2550.00,53.265,62.066,0,0,0,0,0,0,0,3
2560.00,53.185,61.979,0,0,0,0,0,0,0,3
2570.00,53.105,61.892,0,0,0,0,0,0,0,3
2580.00,53.026,61.806,0,0,0,0,0,0,0,3
2590.00,52.947,61.720,0,0,0,0,0,0,0,3
2600.00,52.868,61.635,0,0,0,0,0,0,0,3
2610.00,52.789,61.551,0,0,0,0,0,0,0,3
2620.00,52.710,61.467,0,0,0,0,0,0,0,3
2630.00,52.632,61.383,0,0,0,0,0,0,0,3
2640.00,52.554,61.300,0,0,0,0,0,0,0,3
2647.05,52.501,61.242,1650,0,0,0,1,1,0,3
2647.10,52.503,61.242,1650,1,0,0,1,1,0,3
2650.00,52.613,61.218,1650,1,0,0,1,1,0,3
2660.00,52.992,61.134,1650,1,0,0,1,1,0,3
2670.00,53.371,61.049,1650,1,0,0,1,1,0,3
2680.00,53.748,60.962,1650,1,0,0,1,1,0,3
2690.00,54.124,60.874,1650,1,0,0,1,1,0,3
2700.00,54.499,60.784,1650,1,0,0,1,1,0,3
2710.00,54.873,60.693,1650,1,0,0,1,1,0,3
2720.00,55.246,60.600,1650,1,0,0,1,1,0,3
2730.00,55.618,60.505,1650,1,0,0,1,1,0,3
2740.00,55.988,60.409,1650,1,0,0,1,1,0,3
2750.00,56.358,60.312,1650,1,0,0,1,1,0,3
2760.00,56.727,60.213,1650,1,0,0,1,1,0,3
2770.00,57.095,60.113,1650,1,0,0,1,1,0,3
2780.00,57.461,60.011,1650,1,0,0,1,1,0,3
2782.15,57.538,59.989,0,1,0,0,0,0,0,3
2782.20,57.537,59.989,0,0,0,0,0,0,0,3
2790.00,57.465,59.909,0,0,0,0,0,0,0,3
2800.00,57.374,59.807,0,0,0,0,0,0,0,3
2810.00,57.282,59.706,0,0,0,0,0,0,0,3
2820.00,57.191,59.605,0,0,0,0,0,0,0,3
2830.00,57.100,59.505,0,0,0,0,0,0,0,3
2840.00,57.009,59.406,0,0,0,0,0,0,0,3
2850.00,56.918,59.307,0,0,0,0,0,0,0,3
2860.00,56.828,59.210,0,0,0,0,0,0,0,3
2870.00,56.738,59.112,0,0,0,0,0,0,0,3
2880.00,56.648,59.016,0,0,0,0,0,0,0,3
2890.00,56.559,58.920,0,0,0,0,0,0,0,3
2900.00,56.469,58.824,0,0,0,0,0,0,0,3
2910.00,56.380,58.730,0,0,0,0,0,0,0,3
2920.00,56.292,58.636,0,0,0,0,0,0,0,3
2930.00,56.203,58.542,0,0,0,0,0,0,0,3
2940.00,56.115,58.449,0,0,0,0,0,0,0,3
2950.00,56.027,58.357,0,0,0,0,0,0,0,3
2960.00,55.939,58.265,0,0,0,0,0,0,0,3
2970.00,55.851,58.174,0,0,0,0,0,0,0,3
2980.00,55.764,58.084,0,0,0,0,0,0,0,3
2990.00,55.677,57.994,0,0,0,0,0,0,0,3
3000.00,55.590,57.905,0,0,0,0,0,0,0,3
3010.00,55.504,57.816,0,0,0,0,0,0,0,3
3020.00,55.417,57.728,0,0,0,0,0,0,0,3
3030.00,55.331,57.640,0,0,0,0,0,0,0,3
3040.00,55.246,57.553,0,0,0,0,0,0,0,3
3050.00,55.160,57.467,0,0,0,0,0,0,0,3
3060.00,55.075,57.381,0,0,0,0,0,0,0,3
3070.00,54.990,57.296,0,0,0,0,0,0,0,3
3080.00,54.905,57.211,0,0,0,0,0,0,0,3
3090.00,54.820,57.127,0,0,0,0,0,0,0,3
3100.00,54.736,57.043,0,0,0,0,0,0,0,3
3110.00,54.652,56.960,0,0,0,0,0,0,0,3
3120.00,54.568,56.878,0,0,0,0,0,0,0,3
3130.00,54.484,56.796,0,0,0,0,0,0,0,3
3140.00,54.401,56.714,0,0,0,0,0,0,0,3
3150.00,54.318,56.633,0,0,0,0,0,0,0,3
3160.00,54.235,56.553,0,0,0,0,0,0,0,3
3170.00,54.152,56.473,0,0,0,0,0,0,0,3
3180.00,54.070,56.394,0,0,0,0,0,0,0,3
3190.00,53.987,56.315,0,0,0,0,0,0,0,3
3200.00,53.905,56.237,0,0,0,0,0,0,0,3
3210.00,53.824,56.159,0,0,0,0,0,0,0,3
3220.00,53.742,56.081,0,0,0,0,0,0,0,3
3230.00,53.661,56.005,0,0,0,0,0,0,0,3
3240.00,53.580,55.928,0,0,0,0,0,0,0,3
3250.00,53.499,55.852,0,0,0,0,0,0,0,3
3260.00,53.418,55.777,0,0,0,0,0,0,0,3
3270.00,53.338,55.702,0,0,0,0,0,0,0,3
3280.00,53.258,55.628,0,0,0,0,0,0,0,3
3290.00,53.178,55.554,0,0,0,0,0,0,0,3
3300.00,53.098,55.480,0,0,0,0,0,0,0,3
3310.00,53.018,55.407,0,0,0,0,0,0,0,3
3320.00,52.939,55.335,0,0,0,0,0,0,0,3
3330.00,52.860,55.263,0,0,0,0,0,0,0,3
3340.00,52.781,55.191,0,0,0,0,0,0,0,3
3350.00,52.703,55.120,0,0,0,0,0,0,0,3
3360.00,52.624,55.050,0,0,0,0,0,0,0,3
3370.00,52.546,54.979,0,0,0,0,0,0,0,3
3376.05,52.501,54.937,1650,0,0,0,1,1,0,3
3376.10,52.503,54.937,1650,1,0,0,1,1,0,3
3380.00,52.651,54.909,1650,1,0,0,1,1,0,3
3390.00,53.031,54.839,1650,1,0,0,1,1,0,3
3400.00,53.409,54.766,1650,1,0,0,1,1,0,3
3410.00,53.786,54.693,1650,1,0,0,1,1,0,3
3420.00,54.162,54.618,1650,1,0,0,1,1,0,3
3430.00,54.537,54.541,1650,1,0,0,1,1,0,3
3440.00,54.911,54.464,1650,1,0,0,1,1,0,3
3450.00,55.283,54.385,1650,1,0,0,1,1,0,3
3460.00,55.655,54.305,1650,1,0,0,1,1,0,3
3470.00,56.026,54.223,1650,1,0,0,1,1,0,3
3480.00,56.396,54.141,1650,1,0,0,1,1,0,3
3490.00,56.764,54.057,1650,1,0,0,1,1,0,3
3500.00,57.132,53.972,1650,1,0,0,1,1,0,3
3510.00,57.498,53.885,1650,1,0,0,1,1,0,3
3511.15,57.538,53.875,0,1,0,0,0,0,0,3
3511.20,57.538,53.875,0,0,0,0,0,0,0,3
3520.00,57.457,53.799,0,0,0,0,0,0,0,3
3530.00,57.365,53.712,0,0,0,0,0,0,0,3
3540.00,57.273,53.627,0,0,0,0,0,0,0,3
3550.00,57.182,53.542,0,0,0,0,0,0,0,3
3560.00,57.091,53.457,0,0,0,0,0,0,0,3
3570.00,57.000,53.373,0,0,0,0,0,0,0,3
3580.00,56.910,53.290,0,0,0,0,0,0,0,3
3590.00,56.819,53.207,0,0,0,0,0,0,0,3
3600.00,56.729,53.124,0,0,0,0,0,0,0,3
